theta_deg,phi_deg,gain_dBi
0.0,0.0,-1.3205
0.0,5.0,-1.3205
0.0,10.0,-1.3205
0.0,15.0,-1.3205
0.0,20.0,-1.3205
0.0,25.0,-1.3205
0.0,30.0,-1.3205
0.0,35.0,-1.3205
0.0,40.0,-1.3205
0.0,45.0,-1.3205
0.0,50.0,-1.3205
0.0,55.0,-1.3205
0.0,60.0,-1.3205
0.0,65.0,-1.3205
0.0,70.0,-1.3205
0.0,75.0,-1.3205
0.0,80.0,-1.3205
0.0,85.0,-1.3205
0.0,90.0,-1.3205
0.0,95.0,-1.3205
0.0,100.0,-1.3205
0.0,105.0,-1.3205
0.0,110.0,-1.3205
0.0,115.0,-1.3205
0.0,120.0,-1.3205
0.0,125.0,-1.3205
0.0,130.0,-1.3205
0.0,135.0,-1.3205
0.0,140.0,-1.3205
0.0,145.0,-1.3205
0.0,150.0,-1.3205
0.0,155.0,-1.3205
0.0,160.0,-1.3205
0.0,165.0,-1.3205
0.0,170.0,-1.3205
0.0,175.0,-1.3205
0.0,180.0,-1.3205
0.0,185.0,-1.3205
0.0,190.0,-1.3205
0.0,195.0,-1.3205
0.0,200.0,-1.3205
0.0,205.0,-1.3205
0.0,210.0,-1.3205
0.0,215.0,-1.3205
0.0,220.0,-1.3205
0.0,225.0,-1.3205
0.0,230.0,-1.3205
0.0,235.0,-1.3205
0.0,240.0,-1.3205
0.0,245.0,-1.3205
0.0,250.0,-1.3205
0.0,255.0,-1.3205
0.0,260.0,-1.3205
0.0,265.0,-1.3205
0.0,270.0,-1.3205
0.0,275.0,-1.3205
0.0,280.0,-1.3205
0.0,285.0,-1.3205
0.0,290.0,-1.3205
0.0,295.0,-1.3205
0.0,300.0,-1.3205
0.0,305.0,-1.3205
0.0,310.0,-1.3205
0.0,315.0,-1.3205
0.0,320.0,-1.3205
0.0,325.0,-1.3205
0.0,330.0,-1.3205
0.0,335.0,-1.3205
0.0,340.0,-1.3205
0.0,345.0,-1.3205
0.0,350.0,-1.3205
0.0,355.0,-1.3205
0.0,360.0,-1.3205
1.0,0.0,-1.3224
1.0,5.0,-1.2721
1.0,10.0,-1.2225
1.0,15.0,-1.1740
1.0,20.0,-1.1269
1.0,25.0,-1.0814
1.0,30.0,-1.0381
1.0,35.0,-0.9970
1.0,40.0,-0.9586
1.0,45.0,-0.9230
1.0,50.0,-0.8906
1.0,55.0,-0.8615
1.0,60.0,-0.8358
1.0,65.0,-0.8139
1.0,70.0,-0.7957
1.0,75.0,-0.7815
1.0,80.0,-0.7713
1.0,85.0,-0.7651
1.0,90.0,-0.7630
1.0,95.0,-0.7651
1.0,100.0,-0.7713
1.0,105.0,-0.7815
1.0,110.0,-0.7957
1.0,115.0,-0.8139
1.0,120.0,-0.8358
1.0,125.0,-0.8615
1.0,130.0,-0.8906
1.0,135.0,-0.9230
1.0,140.0,-0.9586
1.0,145.0,-0.9970
1.0,150.0,-1.0381
1.0,155.0,-1.0814
1.0,160.0,-1.1269
1.0,165.0,-1.1740
1.0,170.0,-1.2225
1.0,175.0,-1.2721
1.0,180.0,-1.3224
1.0,185.0,-1.3729
1.0,190.0,-1.4234
1.0,195.0,-1.4734
1.0,200.0,-1.5225
1.0,205.0,-1.5703
1.0,210.0,-1.6165
1.0,215.0,-1.6606
1.0,220.0,-1.7024
1.0,225.0,-1.7413
1.0,230.0,-1.7772
1.0,235.0,-1.8096
1.0,240.0,-1.8383
1.0,245.0,-1.8631
1.0,250.0,-1.8837
1.0,255.0,-1.8999
1.0,260.0,-1.9115
1.0,265.0,-1.9186
1.0,270.0,-1.9209
1.0,275.0,-1.9186
1.0,280.0,-1.9115
1.0,285.0,-1.8999
1.0,290.0,-1.8837
1.0,295.0,-1.8631
1.0,300.0,-1.8383
1.0,305.0,-1.8096
1.0,310.0,-1.7772
1.0,315.0,-1.7413
1.0,320.0,-1.7024
1.0,325.0,-1.6606
1.0,330.0,-1.6165
1.0,335.0,-1.5703
1.0,340.0,-1.5225
1.0,345.0,-1.4734
1.0,350.0,-1.4234
1.0,355.0,-1.3729
1.0,360.0,-1.3224
2.0,0.0,-1.3279
2.0,5.0,-1.2277
2.0,10.0,-1.1295
2.0,15.0,-1.0338
2.0,20.0,-0.9414
2.0,25.0,-0.8529
2.0,30.0,-0.7687
2.0,35.0,-0.6895
2.0,40.0,-0.6157
2.0,45.0,-0.5477
2.0,50.0,-0.4859
2.0,55.0,-0.4305
2.0,60.0,-0.3820
2.0,65.0,-0.3406
2.0,70.0,-0.3064
2.0,75.0,-0.2796
2.0,80.0,-0.2604
2.0,85.0,-0.2488
2.0,90.0,-0.2450
2.0,95.0,-0.2488
2.0,100.0,-0.2604
2.0,105.0,-0.2796
2.0,110.0,-0.3064
2.0,115.0,-0.3406
2.0,120.0,-0.3820
2.0,125.0,-0.4305
2.0,130.0,-0.4859
2.0,135.0,-0.5477
2.0,140.0,-0.6157
2.0,145.0,-0.6895
2.0,150.0,-0.7687
2.0,155.0,-0.8529
2.0,160.0,-0.9414
2.0,165.0,-1.0338
2.0,170.0,-1.1295
2.0,175.0,-1.2277
2.0,180.0,-1.3279
2.0,185.0,-1.4293
2.0,190.0,-1.5311
2.0,195.0,-1.6325
2.0,200.0,-1.7328
2.0,205.0,-1.8310
2.0,210.0,-1.9263
2.0,215.0,-2.0180
2.0,220.0,-2.1050
2.0,225.0,-2.1867
2.0,230.0,-2.2623
2.0,235.0,-2.3309
2.0,240.0,-2.3919
2.0,245.0,-2.4446
2.0,250.0,-2.4886
2.0,255.0,-2.5233
2.0,260.0,-2.5483
2.0,265.0,-2.5634
2.0,270.0,-2.5685
2.0,275.0,-2.5634
2.0,280.0,-2.5483
2.0,285.0,-2.5233
2.0,290.0,-2.4886
2.0,295.0,-2.4446
2.0,300.0,-2.3919
2.0,305.0,-2.3309
2.0,310.0,-2.2623
2.0,315.0,-2.1867
2.0,320.0,-2.1050
2.0,325.0,-2.0180
2.0,330.0,-1.9263
2.0,335.0,-1.8310
2.0,340.0,-1.7328
2.0,345.0,-1.6325
2.0,350.0,-1.5311
2.0,355.0,-1.4293
2.0,360.0,-1.3279
3.0,0.0,-1.3372
3.0,5.0,-1.1874
3.0,10.0,-1.0414
3.0,15.0,-0.9000
3.0,20.0,-0.7641
3.0,25.0,-0.6346
3.0,30.0,-0.5122
3.0,35.0,-0.3975
3.0,40.0,-0.2911
3.0,45.0,-0.1934
3.0,50.0,-0.1049
3.0,55.0,-0.0261
3.0,60.0,0.0429
3.0,65.0,0.1017
3.0,70.0,0.1501
3.0,75.0,0.1879
3.0,80.0,0.2150
3.0,85.0,0.2312
3.0,90.0,0.2367
3.0,95.0,0.2312
3.0,100.0,0.2150
3.0,105.0,0.1879
3.0,110.0,0.1501
3.0,115.0,0.1017
3.0,120.0,0.0429
3.0,125.0,-0.0261
3.0,130.0,-0.1049
3.0,135.0,-0.1934
3.0,140.0,-0.2911
3.0,145.0,-0.3975
3.0,150.0,-0.5122
3.0,155.0,-0.6346
3.0,160.0,-0.7641
3.0,165.0,-0.9000
3.0,170.0,-1.0414
3.0,175.0,-1.1874
3.0,180.0,-1.3372
3.0,185.0,-1.4896
3.0,190.0,-1.6436
3.0,195.0,-1.7980
3.0,200.0,-1.9515
3.0,205.0,-2.1028
3.0,210.0,-2.2505
3.0,215.0,-2.3932
3.0,220.0,-2.5296
3.0,225.0,-2.6583
3.0,230.0,-2.7778
3.0,235.0,-2.8868
3.0,240.0,-2.9842
3.0,245.0,-3.0687
3.0,250.0,-3.1393
3.0,255.0,-3.1951
3.0,260.0,-3.2356
3.0,265.0,-3.2600
3.0,270.0,-3.2682
3.0,275.0,-3.2600
3.0,280.0,-3.2356
3.0,285.0,-3.1951
3.0,290.0,-3.1393
3.0,295.0,-3.0687
3.0,300.0,-2.9842
3.0,305.0,-2.8868
3.0,310.0,-2.7778
3.0,315.0,-2.6583
3.0,320.0,-2.5296
3.0,325.0,-2.3932
3.0,330.0,-2.2505
3.0,335.0,-2.1028
3.0,340.0,-1.9515
3.0,345.0,-1.7980
3.0,350.0,-1.6436
3.0,355.0,-1.4896
3.0,360.0,-1.3372
4.0,0.0,-1.3501
4.0,5.0,-1.1511
4.0,10.0,-0.9582
4.0,15.0,-0.7725
4.0,20.0,-0.5950
4.0,25.0,-0.4266
4.0,30.0,-0.2682
4.0,35.0,-0.1205
4.0,40.0,0.0160
4.0,45.0,0.1408
4.0,50.0,0.2534
4.0,55.0,0.3534
4.0,60.0,0.4407
4.0,65.0,0.5148
4.0,70.0,0.5757
4.0,75.0,0.6232
4.0,80.0,0.6573
4.0,85.0,0.6777
4.0,90.0,0.6845
4.0,95.0,0.6777
4.0,100.0,0.6573
4.0,105.0,0.6232
4.0,110.0,0.5757
4.0,115.0,0.5148
4.0,120.0,0.4407
4.0,125.0,0.3534
4.0,130.0,0.2534
4.0,135.0,0.1408
4.0,140.0,0.0160
4.0,145.0,-0.1205
4.0,150.0,-0.2682
4.0,155.0,-0.4266
4.0,160.0,-0.5950
4.0,165.0,-0.7725
4.0,170.0,-0.9582
4.0,175.0,-1.1511
4.0,180.0,-1.3501
4.0,185.0,-1.5539
4.0,190.0,-1.7609
4.0,195.0,-1.9698
4.0,200.0,-2.1787
4.0,205.0,-2.3858
4.0,210.0,-2.5893
4.0,215.0,-2.7872
4.0,220.0,-2.9773
4.0,225.0,-3.1576
4.0,230.0,-3.3260
4.0,235.0,-3.4804
4.0,240.0,-3.6188
4.0,245.0,-3.7394
4.0,250.0,-3.8406
4.0,255.0,-3.9208
4.0,260.0,-3.9790
4.0,265.0,-4.0143
4.0,270.0,-4.0261
4.0,275.0,-4.0143
4.0,280.0,-3.9790
4.0,285.0,-3.9208
4.0,290.0,-3.8406
4.0,295.0,-3.7394
4.0,300.0,-3.6188
4.0,305.0,-3.4804
4.0,310.0,-3.3260
4.0,315.0,-3.1576
4.0,320.0,-2.9773
4.0,325.0,-2.7872
4.0,330.0,-2.5893
4.0,335.0,-2.3858
4.0,340.0,-2.1787
4.0,345.0,-1.9698
4.0,350.0,-1.7609
4.0,355.0,-1.5539
4.0,360.0,-1.3501
5.0,0.0,-1.3668
5.0,5.0,-1.1190
5.0,10.0,-0.8800
5.0,15.0,-0.6513
5.0,20.0,-0.4338
5.0,25.0,-0.2286
5.0,30.0,-0.0364
5.0,35.0,0.1421
5.0,40.0,0.3063
5.0,45.0,0.4558
5.0,50.0,0.5902
5.0,55.0,0.7092
5.0,60.0,0.8128
5.0,65.0,0.9006
5.0,70.0,0.9725
5.0,75.0,1.0286
5.0,80.0,1.0686
5.0,85.0,1.0927
5.0,90.0,1.1007
5.0,95.0,1.0927
5.0,100.0,1.0686
5.0,105.0,1.0286
5.0,110.0,0.9725
5.0,115.0,0.9006
5.0,120.0,0.8128
5.0,125.0,0.7092
5.0,130.0,0.5902
5.0,135.0,0.4558
5.0,140.0,0.3063
5.0,145.0,0.1421
5.0,150.0,-0.0364
5.0,155.0,-0.2286
5.0,160.0,-0.4338
5.0,165.0,-0.6513
5.0,170.0,-0.8800
5.0,175.0,-1.1190
5.0,180.0,-1.3668
5.0,185.0,-1.6220
5.0,190.0,-1.8830
5.0,195.0,-2.1478
5.0,200.0,-2.4144
5.0,205.0,-2.6804
5.0,210.0,-2.9434
5.0,215.0,-3.2006
5.0,220.0,-3.4494
5.0,225.0,-3.6866
5.0,230.0,-3.9094
5.0,235.0,-4.1148
5.0,240.0,-4.2999
5.0,245.0,-4.4618
5.0,250.0,-4.5981
5.0,255.0,-4.7066
5.0,260.0,-4.7854
5.0,265.0,-4.8333
5.0,270.0,-4.8493
5.0,275.0,-4.8333
5.0,280.0,-4.7854
5.0,285.0,-4.7066
5.0,290.0,-4.5981
5.0,295.0,-4.4618
5.0,300.0,-4.2999
5.0,305.0,-4.1148
5.0,310.0,-3.9094
5.0,315.0,-3.6866
5.0,320.0,-3.4494
5.0,325.0,-3.2006
5.0,330.0,-2.9434
5.0,335.0,-2.6804
5.0,340.0,-2.4144
5.0,345.0,-2.1478
5.0,350.0,-1.8830
5.0,355.0,-1.6220
5.0,360.0,-1.3668
6.0,0.0,-1.3872
6.0,5.0,-1.0909
6.0,10.0,-0.8069
6.0,15.0,-0.5364
6.0,20.0,-0.2806
6.0,25.0,-0.0404
6.0,30.0,0.1835
6.0,35.0,0.3905
6.0,40.0,0.5802
6.0,45.0,0.7522
6.0,50.0,0.9064
6.0,55.0,1.0425
6.0,60.0,1.1606
6.0,65.0,1.2604
6.0,70.0,1.3421
6.0,75.0,1.4056
6.0,80.0,1.4509
6.0,85.0,1.4781
6.0,90.0,1.4872
6.0,95.0,1.4781
6.0,100.0,1.4509
6.0,105.0,1.4056
6.0,110.0,1.3421
6.0,115.0,1.2604
6.0,120.0,1.1606
6.0,125.0,1.0425
6.0,130.0,0.9064
6.0,135.0,0.7522
6.0,140.0,0.5802
6.0,145.0,0.3905
6.0,150.0,0.1835
6.0,155.0,-0.0404
6.0,160.0,-0.2806
6.0,165.0,-0.5364
6.0,170.0,-0.8069
6.0,175.0,-1.0909
6.0,180.0,-1.3872
6.0,185.0,-1.6941
6.0,190.0,-2.0098
6.0,195.0,-2.3321
6.0,200.0,-2.6587
6.0,205.0,-2.9867
6.0,210.0,-3.3131
6.0,215.0,-3.6345
6.0,220.0,-3.9472
6.0,225.0,-4.2475
6.0,230.0,-4.5311
6.0,235.0,-4.7941
6.0,240.0,-5.0323
6.0,245.0,-5.2417
6.0,250.0,-5.4187
6.0,255.0,-5.5601
6.0,260.0,-5.6631
6.0,265.0,-5.7258
6.0,270.0,-5.7468
6.0,275.0,-5.7258
6.0,280.0,-5.6631
6.0,285.0,-5.5601
6.0,290.0,-5.4187
6.0,295.0,-5.2417
6.0,300.0,-5.0323
6.0,305.0,-4.7941
6.0,310.0,-4.5311
6.0,315.0,-4.2475
6.0,320.0,-3.9472
6.0,325.0,-3.6345
6.0,330.0,-3.3131
6.0,335.0,-2.9867
6.0,340.0,-2.6587
6.0,345.0,-2.3321
6.0,350.0,-2.0098
6.0,355.0,-1.6941
6.0,360.0,-1.3872
7.0,0.0,-1.4112
7.0,5.0,-1.0670
7.0,10.0,-0.7387
7.0,15.0,-0.4278
7.0,20.0,-0.1353
7.0,25.0,0.1381
7.0,30.0,0.3917
7.0,35.0,0.6253
7.0,40.0,0.8384
7.0,45.0,1.0310
7.0,50.0,1.2030
7.0,55.0,1.3544
7.0,60.0,1.4852
7.0,65.0,1.5957
7.0,70.0,1.6858
7.0,75.0,1.7558
7.0,80.0,1.8057
7.0,85.0,1.8356
7.0,90.0,1.8456
7.0,95.0,1.8356
7.0,100.0,1.8057
7.0,105.0,1.7558
7.0,110.0,1.6858
7.0,115.0,1.5957
7.0,120.0,1.4852
7.0,125.0,1.3544
7.0,130.0,1.2030
7.0,135.0,1.0310
7.0,140.0,0.8384
7.0,145.0,0.6253
7.0,150.0,0.3917
7.0,155.0,0.1381
7.0,160.0,-0.1353
7.0,165.0,-0.4278
7.0,170.0,-0.7387
7.0,175.0,-1.0670
7.0,180.0,-1.4112
7.0,185.0,-1.7699
7.0,190.0,-2.1412
7.0,195.0,-2.5227
7.0,200.0,-2.9116
7.0,205.0,-3.3050
7.0,210.0,-3.6990
7.0,215.0,-4.0897
7.0,220.0,-4.4725
7.0,225.0,-4.8425
7.0,230.0,-5.1944
7.0,235.0,-5.5226
7.0,240.0,-5.8217
7.0,245.0,-6.0861
7.0,250.0,-6.3106
7.0,255.0,-6.4905
7.0,260.0,-6.6220
7.0,265.0,-6.7022
7.0,270.0,-6.7291
7.0,275.0,-6.7022
7.0,280.0,-6.6220
7.0,285.0,-6.4905
7.0,290.0,-6.3106
7.0,295.0,-6.0861
7.0,300.0,-5.8217
7.0,305.0,-5.5226
7.0,310.0,-5.1944
7.0,315.0,-4.8425
7.0,320.0,-4.4725
7.0,325.0,-4.0897
7.0,330.0,-3.6990
7.0,335.0,-3.3050
7.0,340.0,-2.9116
7.0,345.0,-2.5227
7.0,350.0,-2.1412
7.0,355.0,-1.7699
7.0,360.0,-1.4112
8.0,0.0,-1.4390
8.0,5.0,-1.0472
8.0,10.0,-0.6756
8.0,15.0,-0.3256
8.0,20.0,0.0021
8.0,25.0,0.3070
8.0,30.0,0.5886
8.0,35.0,0.8467
8.0,40.0,1.0814
8.0,45.0,1.2927
8.0,50.0,1.4806
8.0,55.0,1.6456
8.0,60.0,1.7878
8.0,65.0,1.9075
8.0,70.0,2.0051
8.0,75.0,2.0806
8.0,80.0,2.1344
8.0,85.0,2.1666
8.0,90.0,2.1773
8.0,95.0,2.1666
8.0,100.0,2.1344
8.0,105.0,2.0806
8.0,110.0,2.0051
8.0,115.0,1.9075
8.0,120.0,1.7878
8.0,125.0,1.6456
8.0,130.0,1.4806
8.0,135.0,1.2927
8.0,140.0,1.0814
8.0,145.0,0.8467
8.0,150.0,0.5886
8.0,155.0,0.3070
8.0,160.0,0.0021
8.0,165.0,-0.3256
8.0,170.0,-0.6756
8.0,175.0,-1.0472
8.0,180.0,-1.4390
8.0,185.0,-1.8497
8.0,190.0,-2.2773
8.0,195.0,-2.7194
8.0,200.0,-3.1733
8.0,205.0,-3.6354
8.0,210.0,-4.1017
8.0,215.0,-4.5674
8.0,220.0,-5.0270
8.0,225.0,-5.4745
8.0,230.0,-5.9031
8.0,235.0,-6.3057
8.0,240.0,-6.6749
8.0,245.0,-7.0031
8.0,250.0,-7.2832
8.0,255.0,-7.5088
8.0,260.0,-7.6741
8.0,265.0,-7.7751
8.0,270.0,-7.8090
8.0,275.0,-7.7751
8.0,280.0,-7.6741
8.0,285.0,-7.5088
8.0,290.0,-7.2832
8.0,295.0,-7.0031
8.0,300.0,-6.6749
8.0,305.0,-6.3057
8.0,310.0,-5.9031
8.0,315.0,-5.4745
8.0,320.0,-5.0270
8.0,325.0,-4.5674
8.0,330.0,-4.1017
8.0,335.0,-3.6354
8.0,340.0,-3.1733
8.0,345.0,-2.7194
8.0,350.0,-2.2773
8.0,355.0,-1.8497
8.0,360.0,-1.4390
9.0,0.0,-1.4705
9.0,5.0,-1.0315
9.0,10.0,-0.6176
9.0,15.0,-0.2297
9.0,20.0,0.1318
9.0,25.0,0.4665
9.0,30.0,0.7743
9.0,35.0,1.0552
9.0,40.0,1.3096
9.0,45.0,1.5378
9.0,50.0,1.7402
9.0,55.0,1.9172
9.0,60.0,2.0693
9.0,65.0,2.1971
9.0,70.0,2.3009
9.0,75.0,2.3812
9.0,80.0,2.4383
9.0,85.0,2.4724
9.0,90.0,2.4838
9.0,95.0,2.4724
9.0,100.0,2.4383
9.0,105.0,2.3812
9.0,110.0,2.3009
9.0,115.0,2.1971
9.0,120.0,2.0693
9.0,125.0,1.9172
9.0,130.0,1.7402
9.0,135.0,1.5378
9.0,140.0,1.3096
9.0,145.0,1.0552
9.0,150.0,0.7743
9.0,155.0,0.4665
9.0,160.0,0.1318
9.0,165.0,-0.2297
9.0,170.0,-0.6176
9.0,175.0,-1.0315
9.0,180.0,-1.4705
9.0,185.0,-1.9332
9.0,190.0,-2.4179
9.0,195.0,-2.9224
9.0,200.0,-3.4437
9.0,205.0,-3.9783
9.0,210.0,-4.5218
9.0,215.0,-5.0687
9.0,220.0,-5.6127
9.0,225.0,-6.1465
9.0,230.0,-6.6618
9.0,235.0,-7.1494
9.0,240.0,-7.5996
9.0,245.0,-8.0024
9.0,250.0,-8.3480
9.0,255.0,-8.6275
9.0,260.0,-8.8332
9.0,265.0,-8.9590
9.0,270.0,-9.0014
9.0,275.0,-8.9590
9.0,280.0,-8.8332
9.0,285.0,-8.6275
9.0,290.0,-8.3480
9.0,295.0,-8.0024
9.0,300.0,-7.5996
9.0,305.0,-7.1494
9.0,310.0,-6.6618
9.0,315.0,-6.1465
9.0,320.0,-5.6127
9.0,325.0,-5.0687
9.0,330.0,-4.5218
9.0,335.0,-3.9783
9.0,340.0,-3.4437
9.0,345.0,-2.9224
9.0,350.0,-2.4179
9.0,355.0,-1.9332
9.0,360.0,-1.4705
10.0,0.0,-1.5056
10.0,5.0,-1.0201
10.0,10.0,-0.5647
10.0,15.0,-0.1400
10.0,20.0,0.2538
10.0,25.0,0.6167
10.0,30.0,0.9490
10.0,35.0,1.2511
10.0,40.0,1.5236
10.0,45.0,1.7670
10.0,50.0,1.9822
10.0,55.0,2.1698
10.0,60.0,2.3305
10.0,65.0,2.4651
10.0,70.0,2.5743
10.0,75.0,2.6585
10.0,80.0,2.7183
10.0,85.0,2.7541
10.0,90.0,2.7660
10.0,95.0,2.7541
10.0,100.0,2.7183
10.0,105.0,2.6585
10.0,110.0,2.5743
10.0,115.0,2.4651
10.0,120.0,2.3305
10.0,125.0,2.1698
10.0,130.0,1.9822
10.0,135.0,1.7670
10.0,140.0,1.5236
10.0,145.0,1.2511
10.0,150.0,0.9490
10.0,155.0,0.6167
10.0,160.0,0.2538
10.0,165.0,-0.1400
10.0,170.0,-0.5647
10.0,175.0,-1.0201
10.0,180.0,-1.5056
10.0,185.0,-2.0204
10.0,190.0,-2.5630
10.0,195.0,-3.1314
10.0,200.0,-3.7229
10.0,205.0,-4.3340
10.0,210.0,-4.9599
10.0,215.0,-5.5949
10.0,220.0,-6.2318
10.0,225.0,-6.8620
10.0,230.0,-7.4754
10.0,235.0,-8.0604
10.0,240.0,-8.6046
10.0,245.0,-9.0946
10.0,250.0,-9.5174
10.0,255.0,-9.8607
10.0,260.0,-10.1141
10.0,265.0,-10.2695
10.0,270.0,-10.3219
10.0,275.0,-10.2695
10.0,280.0,-10.1141
10.0,285.0,-9.8607
10.0,290.0,-9.5174
10.0,295.0,-9.0946
10.0,300.0,-8.6046
10.0,305.0,-8.0604
10.0,310.0,-7.4754
10.0,315.0,-6.8620
10.0,320.0,-6.2318
10.0,325.0,-5.5949
10.0,330.0,-4.9599
10.0,335.0,-4.3340
10.0,340.0,-3.7229
10.0,345.0,-3.1314
10.0,350.0,-2.5630
10.0,355.0,-2.0204
10.0,360.0,-1.5056
11.0,0.0,-1.5445
11.0,5.0,-1.0129
11.0,10.0,-0.5169
11.0,15.0,-0.0566
11.0,20.0,0.3681
11.0,25.0,0.7578
11.0,30.0,1.1130
11.0,35.0,1.4347
11.0,40.0,1.7236
11.0,45.0,1.9808
11.0,50.0,2.2073
11.0,55.0,2.4041
11.0,60.0,2.5722
11.0,65.0,2.7126
11.0,70.0,2.8262
11.0,75.0,2.9136
11.0,80.0,2.9756
11.0,85.0,3.0127
11.0,90.0,3.0250
11.0,95.0,3.0127
11.0,100.0,2.9756
11.0,105.0,2.9136
11.0,110.0,2.8262
11.0,115.0,2.7126
11.0,120.0,2.5722
11.0,125.0,2.4041
11.0,130.0,2.2073
11.0,135.0,1.9808
11.0,140.0,1.7236
11.0,145.0,1.4347
11.0,150.0,1.1130
11.0,155.0,0.7578
11.0,160.0,0.3681
11.0,165.0,-0.0566
11.0,170.0,-0.5169
11.0,175.0,-1.0129
11.0,180.0,-1.5445
11.0,185.0,-2.1114
11.0,190.0,-2.7126
11.0,195.0,-3.3466
11.0,200.0,-4.0110
11.0,205.0,-4.7025
11.0,210.0,-5.4166
11.0,215.0,-6.1473
11.0,220.0,-6.8866
11.0,225.0,-7.6247
11.0,230.0,-8.3493
11.0,235.0,-9.0462
11.0,240.0,-9.6990
11.0,245.0,-10.2905
11.0,250.0,-10.8030
11.0,255.0,-11.2205
11.0,260.0,-11.5291
11.0,265.0,-11.7185
11.0,270.0,-11.7824
11.0,275.0,-11.7185
11.0,280.0,-11.5291
11.0,285.0,-11.2205
11.0,290.0,-10.8030
11.0,295.0,-10.2905
11.0,300.0,-9.6990
11.0,305.0,-9.0462
11.0,310.0,-8.3493
11.0,315.0,-7.6247
11.0,320.0,-6.8866
11.0,325.0,-6.1473
11.0,330.0,-5.4166
11.0,335.0,-4.7025
11.0,340.0,-4.0110
11.0,345.0,-3.3466
11.0,350.0,-2.7126
11.0,355.0,-2.1114
11.0,360.0,-1.5445
12.0,0.0,-1.5871
12.0,5.0,-1.0099
12.0,10.0,-0.4742
12.0,15.0,0.0205
12.0,20.0,0.4748
12.0,25.0,0.8898
12.0,30.0,1.2665
12.0,35.0,1.6062
12.0,40.0,1.9102
12.0,45.0,2.1797
12.0,50.0,2.4161
12.0,55.0,2.6208
12.0,60.0,2.7951
12.0,65.0,2.9403
12.0,70.0,3.0573
12.0,75.0,3.1473
12.0,80.0,3.2110
12.0,85.0,3.2490
12.0,90.0,3.2616
12.0,95.0,3.2490
12.0,100.0,3.2110
12.0,105.0,3.1473
12.0,110.0,3.0573
12.0,115.0,2.9403
12.0,120.0,2.7951
12.0,125.0,2.6208
12.0,130.0,2.4161
12.0,135.0,2.1797
12.0,140.0,1.9102
12.0,145.0,1.6062
12.0,150.0,1.2665
12.0,155.0,0.8898
12.0,160.0,0.4748
12.0,165.0,0.0205
12.0,170.0,-0.4742
12.0,175.0,-1.0099
12.0,180.0,-1.5871
12.0,185.0,-2.2061
12.0,190.0,-2.8666
12.0,195.0,-3.5678
12.0,200.0,-4.3079
12.0,205.0,-5.0843
12.0,210.0,-5.8928
12.0,215.0,-6.7274
12.0,220.0,-7.5798
12.0,225.0,-8.4387
12.0,230.0,-9.2894
12.0,235.0,-10.1139
12.0,240.0,-10.8911
12.0,245.0,-11.5979
12.0,250.0,-12.2110
12.0,255.0,-12.7096
12.0,260.0,-13.0770
12.0,265.0,-13.3017
12.0,270.0,-13.3772
12.0,275.0,-13.3017
12.0,280.0,-13.0770
12.0,285.0,-12.7096
12.0,290.0,-12.2110
12.0,295.0,-11.5979
12.0,300.0,-10.8911
12.0,305.0,-10.1139
12.0,310.0,-9.2894
12.0,315.0,-8.4387
12.0,320.0,-7.5798
12.0,325.0,-6.7274
12.0,330.0,-5.8928
12.0,335.0,-5.0843
12.0,340.0,-4.3079
12.0,345.0,-3.5678
12.0,350.0,-2.8666
12.0,355.0,-2.2061
12.0,360.0,-1.5871
13.0,0.0,-1.6334
13.0,5.0,-1.0111
13.0,10.0,-0.4366
13.0,15.0,0.0913
13.0,20.0,0.5740
13.0,25.0,1.0129
13.0,30.0,1.4097
13.0,35.0,1.7660
13.0,40.0,2.0835
13.0,45.0,2.3640
13.0,50.0,2.6090
13.0,55.0,2.8205
13.0,60.0,2.9999
13.0,65.0,3.1488
13.0,70.0,3.2685
13.0,75.0,3.3603
13.0,80.0,3.4252
13.0,85.0,3.4638
13.0,90.0,3.4766
13.0,95.0,3.4638
13.0,100.0,3.4252
13.0,105.0,3.3603
13.0,110.0,3.2685
13.0,115.0,3.1488
13.0,120.0,2.9999
13.0,125.0,2.8205
13.0,130.0,2.6090
13.0,135.0,2.3640
13.0,140.0,2.0835
13.0,145.0,1.7660
13.0,150.0,1.4097
13.0,155.0,1.0129
13.0,160.0,0.5740
13.0,165.0,0.0913
13.0,170.0,-0.4366
13.0,175.0,-1.0111
13.0,180.0,-1.6334
13.0,185.0,-2.3045
13.0,190.0,-3.0250
13.0,195.0,-3.7949
13.0,200.0,-4.6137
13.0,205.0,-5.4795
13.0,210.0,-6.3891
13.0,215.0,-7.3368
13.0,220.0,-8.3140
13.0,225.0,-9.3079
13.0,230.0,-10.3008
13.0,235.0,-11.2690
13.0,240.0,-12.1839
13.0,245.0,-13.0137
13.0,250.0,-13.7272
13.0,255.0,-14.2991
13.0,260.0,-14.7133
13.0,265.0,-14.9626
13.0,270.0,-15.0456
13.0,275.0,-14.9626
13.0,280.0,-14.7133
13.0,285.0,-14.2991
13.0,290.0,-13.7272
13.0,295.0,-13.0137
13.0,300.0,-12.1839
13.0,305.0,-11.2690
13.0,310.0,-10.3008
13.0,315.0,-9.3079
13.0,320.0,-8.3140
13.0,325.0,-7.3368
13.0,330.0,-6.3891
13.0,335.0,-5.4795
13.0,340.0,-4.6137
13.0,345.0,-3.7949
