theta_deg,phi_deg,gain_dBi
144.0,235.0,-8.0274
144.0,240.0,-7.3240
144.0,245.0,-6.8243
144.0,250.0,-6.4764
144.0,255.0,-6.2419
144.0,260.0,-6.0932
144.0,265.0,-6.0114
144.0,270.0,-5.9853
144.0,275.0,-6.0114
144.0,280.0,-6.0932
144.0,285.0,-6.2419
144.0,290.0,-6.4764
144.0,295.0,-6.8243
144.0,300.0,-7.3240
144.0,305.0,-8.0274
144.0,310.0,-9.0068
144.0,315.0,-10.3652
144.0,320.0,-12.2493
144.0,325.0,-14.8016
144.0,330.0,-17.5036
144.0,335.0,-17.1883
144.0,340.0,-13.7321
144.0,345.0,-10.3671
144.0,350.0,-7.6711
144.0,355.0,-5.5090
144.0,360.0,-3.7385
145.0,0.0,-3.6043
145.0,5.0,-2.1578
145.0,10.0,-0.9372
145.0,15.0,0.0959
145.0,20.0,0.9673
145.0,25.0,1.6954
145.0,30.0,2.2938
145.0,35.0,2.7742
145.0,40.0,3.1479
145.0,45.0,3.4267
145.0,50.0,3.6238
145.0,55.0,3.7535
145.0,60.0,3.8309
145.0,65.0,3.8708
145.0,70.0,3.8865
145.0,75.0,3.8889
145.0,80.0,3.8858
145.0,85.0,3.8823
145.0,90.0,3.8809
145.0,95.0,3.8823
145.0,100.0,3.8858
145.0,105.0,3.8889
145.0,110.0,3.8865
145.0,115.0,3.8708
145.0,120.0,3.8309
145.0,125.0,3.7535
145.0,130.0,3.6238
145.0,135.0,3.4267
145.0,140.0,3.1479
145.0,145.0,2.7742
145.0,150.0,2.2938
145.0,155.0,1.6954
145.0,160.0,0.9673
145.0,165.0,0.0959
145.0,170.0,-0.9372
145.0,175.0,-2.1578
145.0,180.0,-3.6043
145.0,185.0,-5.3348
145.0,190.0,-7.4384
145.0,195.0,-10.0466
145.0,200.0,-13.2967
145.0,205.0,-16.7988
145.0,210.0,-17.7139
145.0,215.0,-15.2523
145.0,220.0,-12.6538
145.0,225.0,-10.6989
145.0,230.0,-9.2810
145.0,235.0,-8.2534
145.0,240.0,-7.5101
145.0,245.0,-6.9774
145.0,250.0,-6.6025
145.0,255.0,-6.3470
145.0,260.0,-6.1831
145.0,265.0,-6.0921
145.0,270.0,-6.0630
145.0,275.0,-6.0921
145.0,280.0,-6.1831
145.0,285.0,-6.3470
145.0,290.0,-6.6025
145.0,295.0,-6.9774
145.0,300.0,-7.5101
145.0,305.0,-8.2534
145.0,310.0,-9.2810
145.0,315.0,-10.6989
145.0,320.0,-12.6538
145.0,325.0,-15.2523
145.0,330.0,-17.7139
145.0,335.0,-16.7988
145.0,340.0,-13.2967
145.0,345.0,-10.0466
145.0,350.0,-7.4384
145.0,355.0,-5.3348
145.0,360.0,-3.6043
146.0,0.0,-3.4741
146.0,5.0,-2.0569
146.0,10.0,-0.8579
146.0,15.0,0.1594
146.0,20.0,1.0196
146.0,25.0,1.7406
146.0,30.0,2.3357
146.0,35.0,2.8166
146.0,40.0,3.1941
146.0,45.0,3.4797
146.0,50.0,3.6857
146.0,55.0,3.8256
146.0,60.0,3.9133
146.0,65.0,3.9626
146.0,70.0,3.9860
146.0,75.0,3.9941
146.0,80.0,3.9948
146.0,85.0,3.9933
146.0,90.0,3.9925
146.0,95.0,3.9933
146.0,100.0,3.9948
146.0,105.0,3.9941
146.0,110.0,3.9860
146.0,115.0,3.9626
146.0,120.0,3.9133
146.0,125.0,3.8256
146.0,130.0,3.6857
146.0,135.0,3.4797
146.0,140.0,3.1941
146.0,145.0,2.8166
146.0,150.0,2.3357
146.0,155.0,1.7406
146.0,160.0,1.0196
146.0,165.0,0.1594
146.0,170.0,-0.8579
146.0,175.0,-2.0569
146.0,180.0,-3.4741
146.0,185.0,-5.1636
146.0,190.0,-7.2075
146.0,195.0,-9.7270
146.0,200.0,-12.8573
146.0,205.0,-16.3554
146.0,210.0,-17.8449
146.0,215.0,-15.7258
146.0,220.0,-13.1004
146.0,225.0,-11.0726
146.0,230.0,-9.5913
146.0,235.0,-8.5123
146.0,240.0,-7.7271
146.0,245.0,-7.1600
146.0,250.0,-6.7572
146.0,255.0,-6.4800
146.0,260.0,-6.3006
146.0,265.0,-6.2003
146.0,270.0,-6.1680
146.0,275.0,-6.2003
146.0,280.0,-6.3006
146.0,285.0,-6.4800
146.0,290.0,-6.7572
146.0,295.0,-7.1600
146.0,300.0,-7.7271
146.0,305.0,-8.5123
146.0,310.0,-9.5913
146.0,315.0,-11.0726
146.0,320.0,-13.1004
146.0,325.0,-15.7258
146.0,330.0,-17.8449
146.0,335.0,-16.3554
146.0,340.0,-12.8573
146.0,345.0,-9.7270
146.0,350.0,-7.2075
146.0,355.0,-5.1636
146.0,360.0,-3.4741
147.0,0.0,-3.3480
147.0,5.0,-1.9610
147.0,10.0,-0.7841
147.0,15.0,0.2169
147.0,20.0,1.0656
147.0,25.0,1.7792
147.0,30.0,2.3709
147.0,35.0,2.8519
147.0,40.0,3.2330
147.0,45.0,3.5250
147.0,50.0,3.7397
147.0,55.0,3.8895
147.0,60.0,3.9875
147.0,65.0,4.0464
147.0,70.0,4.0781
147.0,75.0,4.0926
147.0,80.0,4.0978
147.0,85.0,4.0988
147.0,90.0,4.0988
147.0,95.0,4.0988
147.0,100.0,4.0978
147.0,105.0,4.0926
147.0,110.0,4.0781
147.0,115.0,4.0464
147.0,120.0,3.9875
147.0,125.0,3.8895
147.0,130.0,3.7397
147.0,135.0,3.5250
147.0,140.0,3.2330
147.0,145.0,2.8519
147.0,150.0,2.3709
147.0,155.0,1.7792
147.0,160.0,1.0656
147.0,165.0,0.2169
147.0,170.0,-0.7841
147.0,175.0,-1.9610
147.0,180.0,-3.3480
147.0,185.0,-4.9954
147.0,190.0,-6.9786
147.0,195.0,-9.4086
147.0,200.0,-12.4157
147.0,205.0,-15.8668
147.0,210.0,-17.8712
147.0,215.0,-16.2108
147.0,220.0,-13.5915
147.0,225.0,-11.4902
147.0,230.0,-9.9414
147.0,235.0,-8.8076
147.0,240.0,-7.9782
147.0,245.0,-7.3751
147.0,250.0,-6.9434
147.0,255.0,-6.6439
147.0,260.0,-6.4485
147.0,265.0,-6.3385
147.0,270.0,-6.3031
147.0,275.0,-6.3385
147.0,280.0,-6.4485
147.0,285.0,-6.6439
147.0,290.0,-6.9434
147.0,295.0,-7.3751
147.0,300.0,-7.9782
147.0,305.0,-8.8076
147.0,310.0,-9.9414
147.0,315.0,-11.4902
147.0,320.0,-13.5915
147.0,325.0,-16.2108
147.0,330.0,-17.8712
147.0,335.0,-15.8668
147.0,340.0,-12.4157
147.0,345.0,-9.4086
147.0,350.0,-6.9786
147.0,355.0,-4.9954
147.0,360.0,-3.3480
148.0,0.0,-3.2258
148.0,5.0,-1.8699
148.0,10.0,-0.7159
148.0,15.0,0.2683
148.0,20.0,1.1051
148.0,25.0,1.8111
148.0,30.0,2.3990
148.0,35.0,2.8800
148.0,40.0,3.2643
148.0,45.0,3.5623
148.0,50.0,3.7853
148.0,55.0,3.9447
148.0,60.0,4.0529
148.0,65.0,4.1215
148.0,70.0,4.1617
148.0,75.0,4.1830
148.0,80.0,4.1930
148.0,85.0,4.1969
148.0,90.0,4.1979
148.0,95.0,4.1969
148.0,100.0,4.1930
148.0,105.0,4.1830
148.0,110.0,4.1617
148.0,115.0,4.1215
148.0,120.0,4.0529
148.0,125.0,3.9447
148.0,130.0,3.7853
148.0,135.0,3.5623
148.0,140.0,3.2643
148.0,145.0,2.8800
148.0,150.0,2.3990
148.0,155.0,1.8111
148.0,160.0,1.1051
148.0,165.0,0.2683
148.0,170.0,-0.7159
148.0,175.0,-1.8699
148.0,180.0,-3.2258
148.0,185.0,-4.8302
148.0,190.0,-6.7520
148.0,195.0,-9.0919
148.0,200.0,-11.9734
148.0,205.0,-15.3425
148.0,210.0,-17.7720
148.0,215.0,-16.6883
148.0,220.0,-14.1276
148.0,225.0,-11.9561
148.0,230.0,-10.3358
148.0,235.0,-9.1435
148.0,240.0,-8.2670
148.0,245.0,-7.6261
148.0,250.0,-7.1643
148.0,255.0,-6.8415
148.0,260.0,-6.6297
148.0,265.0,-6.5098
148.0,270.0,-6.4711
148.0,275.0,-6.5098
148.0,280.0,-6.6297
148.0,285.0,-6.8415
148.0,290.0,-7.1643
148.0,295.0,-7.6261
148.0,300.0,-8.2670
148.0,305.0,-9.1435
148.0,310.0,-10.3358
148.0,315.0,-11.9561
148.0,320.0,-14.1276
148.0,325.0,-16.6883
148.0,330.0,-17.7720
148.0,335.0,-15.3425
148.0,340.0,-11.9734
148.0,345.0,-9.0919
148.0,350.0,-6.7520
148.0,355.0,-4.8302
148.0,360.0,-3.2258
149.0,0.0,-3.1076
149.0,5.0,-1.7836
149.0,10.0,-0.6532
149.0,15.0,0.3137
149.0,20.0,1.1382
149.0,25.0,1.8361
149.0,30.0,2.4200
149.0,35.0,2.9006
149.0,40.0,3.2877
149.0,45.0,3.5914
149.0,50.0,3.8221
149.0,55.0,3.9909
149.0,60.0,4.1088
149.0,65.0,4.1871
149.0,70.0,4.2359
149.0,75.0,4.2642
149.0,80.0,4.2792
149.0,85.0,4.2862
149.0,90.0,4.2882
149.0,95.0,4.2862
149.0,100.0,4.2792
149.0,105.0,4.2642
149.0,110.0,4.2359
149.0,115.0,4.1871
149.0,120.0,4.1088
149.0,125.0,3.9909
149.0,130.0,3.8221
149.0,135.0,3.5914
149.0,140.0,3.2877
149.0,145.0,2.9006
149.0,150.0,2.4200
149.0,155.0,1.8361
149.0,160.0,1.1382
149.0,165.0,0.3137
149.0,170.0,-0.6532
149.0,175.0,-1.7836
149.0,180.0,-3.1076
149.0,185.0,-4.6680
149.0,190.0,-6.5276
149.0,195.0,-8.7774
149.0,200.0,-11.5320
149.0,205.0,-14.7915
149.0,210.0,-17.5367
149.0,215.0,-17.1285
149.0,220.0,-14.7067
149.0,225.0,-12.4746
149.0,230.0,-10.7793
149.0,235.0,-9.5244
149.0,240.0,-8.5977
149.0,245.0,-7.9168
149.0,250.0,-7.4234
149.0,255.0,-7.0765
149.0,260.0,-6.8476
149.0,265.0,-6.7175
149.0,270.0,-6.6754
149.0,275.0,-6.7175
149.0,280.0,-6.8476
149.0,285.0,-7.0765
149.0,290.0,-7.4234
149.0,295.0,-7.9168
149.0,300.0,-8.5977
149.0,305.0,-9.5244
149.0,310.0,-10.7793
149.0,315.0,-12.4746
149.0,320.0,-14.7067
149.0,325.0,-17.1285
149.0,330.0,-17.5367
149.0,335.0,-14.7915
149.0,340.0,-11.5320
149.0,345.0,-8.7774
149.0,350.0,-6.5276
149.0,355.0,-4.6680
149.0,360.0,-3.1076
150.0,0.0,-2.9933
150.0,5.0,-1.7021
150.0,10.0,-0.5959
150.0,15.0,0.3530
150.0,20.0,1.1648
150.0,25.0,1.8544
150.0,30.0,2.4338
150.0,35.0,2.9135
150.0,40.0,3.3030
150.0,45.0,3.6118
150.0,50.0,3.8499
150.0,55.0,4.0275
150.0,60.0,4.1549
150.0,65.0,4.2424
150.0,70.0,4.2997
150.0,75.0,4.3350
150.0,80.0,4.3553
150.0,85.0,4.3654
150.0,90.0,4.3685
150.0,95.0,4.3654
150.0,100.0,4.3553
150.0,105.0,4.3350
150.0,110.0,4.2997
150.0,115.0,4.2424
150.0,120.0,4.1549
150.0,125.0,4.0275
150.0,130.0,3.8499
150.0,135.0,3.6118
150.0,140.0,3.3030
150.0,145.0,2.9135
150.0,150.0,2.4338
150.0,155.0,1.8544
150.0,160.0,1.1648
150.0,165.0,0.3530
150.0,170.0,-0.5959
150.0,175.0,-1.7021
150.0,180.0,-2.9933
150.0,185.0,-4.5089
150.0,190.0,-6.3056
150.0,195.0,-8.4653
150.0,200.0,-11.0926
150.0,205.0,-14.2224
150.0,210.0,-17.1678
150.0,215.0,-17.4898
150.0,220.0,-15.3217
150.0,225.0,-13.0495
150.0,230.0,-11.2776
150.0,235.0,-9.9557
150.0,240.0,-8.9753
150.0,245.0,-8.2517
150.0,250.0,-7.7249
150.0,255.0,-7.3528
150.0,260.0,-7.1060
150.0,265.0,-6.9654
150.0,270.0,-6.9197
150.0,275.0,-6.9654
150.0,280.0,-7.1060
150.0,285.0,-7.3528
150.0,290.0,-7.7249
150.0,295.0,-8.2517
150.0,300.0,-8.9753
150.0,305.0,-9.9557
150.0,310.0,-11.2776
150.0,315.0,-13.0495
150.0,320.0,-15.3217
150.0,325.0,-17.4898
150.0,330.0,-17.1678
150.0,335.0,-14.2224
150.0,340.0,-11.0926
150.0,345.0,-8.4653
150.0,350.0,-6.3056
150.0,355.0,-4.5089
150.0,360.0,-2.9933
151.0,0.0,-2.8830
151.0,5.0,-1.6253
151.0,10.0,-0.5441
151.0,15.0,0.3864
151.0,20.0,1.1848
151.0,25.0,1.8656
151.0,30.0,2.4402
151.0,35.0,2.9185
151.0,40.0,3.3099
151.0,45.0,3.6234
151.0,50.0,3.8682
151.0,55.0,4.0540
151.0,60.0,4.1904
151.0,65.0,4.2869
151.0,70.0,4.3524
151.0,75.0,4.3947
151.0,80.0,4.4201
151.0,85.0,4.4335
151.0,90.0,4.4376
151.0,95.0,4.4335
151.0,100.0,4.4201
151.0,105.0,4.3947
151.0,110.0,4.3524
151.0,115.0,4.2869
151.0,120.0,4.1904
151.0,125.0,4.0540
151.0,130.0,3.8682
151.0,135.0,3.6234
151.0,140.0,3.3099
151.0,145.0,2.9185
151.0,150.0,2.4402
151.0,155.0,1.8656
151.0,160.0,1.1848
151.0,165.0,0.3864
151.0,170.0,-0.5441
151.0,175.0,-1.6253
151.0,180.0,-2.8830
151.0,185.0,-4.3529
151.0,190.0,-6.0863
151.0,195.0,-8.1560
151.0,200.0,-10.6565
151.0,205.0,-13.6426
151.0,210.0,-16.6801
151.0,215.0,-17.7208
151.0,220.0,-15.9560
151.0,225.0,-13.6833
151.0,230.0,-11.8365
151.0,235.0,-10.4435
151.0,240.0,-9.4052
151.0,245.0,-8.6359
151.0,250.0,-8.0737
151.0,255.0,-7.6749
151.0,260.0,-7.4095
151.0,265.0,-7.2577
151.0,270.0,-7.2083
151.0,275.0,-7.2577
151.0,280.0,-7.4095
151.0,285.0,-7.6749
151.0,290.0,-8.0737
151.0,295.0,-8.6359
151.0,300.0,-9.4052
151.0,305.0,-10.4435
151.0,310.0,-11.8365
151.0,315.0,-13.6833
151.0,320.0,-15.9560
151.0,325.0,-17.7208
151.0,330.0,-16.6801
151.0,335.0,-13.6426
151.0,340.0,-10.6565
151.0,345.0,-8.1560
151.0,350.0,-6.0863
151.0,355.0,-4.3529
151.0,360.0,-2.8830
152.0,0.0,-2.7764
152.0,5.0,-1.5532
152.0,10.0,-0.4977
152.0,15.0,0.4136
152.0,20.0,1.1983
152.0,25.0,1.8697
152.0,30.0,2.4389
152.0,35.0,2.9155
152.0,40.0,3.3082
152.0,45.0,3.6257
152.0,50.0,3.8767
152.0,55.0,4.0702
152.0,60.0,4.2151
152.0,65.0,4.3201
152.0,70.0,4.3934
152.0,75.0,4.4424
152.0,80.0,4.4729
152.0,85.0,4.4894
152.0,90.0,4.4946
152.0,95.0,4.4894
152.0,100.0,4.4729
152.0,105.0,4.4424
152.0,110.0,4.3934
152.0,115.0,4.3201
152.0,120.0,4.2151
152.0,125.0,4.0702
152.0,130.0,3.8767
152.0,135.0,3.6257
152.0,140.0,3.3082
152.0,145.0,2.9155
152.0,150.0,2.4389
152.0,155.0,1.8697
152.0,160.0,1.1983
152.0,165.0,0.4136
152.0,170.0,-0.4977
152.0,175.0,-1.5532
152.0,180.0,-2.7764
152.0,185.0,-4.2000
152.0,190.0,-5.8697
152.0,195.0,-7.8498
152.0,200.0,-10.2247
152.0,205.0,-13.0583
152.0,210.0,-16.0967
152.0,215.0,-17.7706
152.0,220.0,-16.5786
152.0,225.0,-14.3746
152.0,230.0,-12.4619
152.0,235.0,-10.9946
152.0,240.0,-9.8942
152.0,245.0,-9.0757
152.0,250.0,-8.4755
152.0,255.0,-8.0482
152.0,260.0,-7.7631
152.0,265.0,-7.5996
152.0,270.0,-7.5464
152.0,275.0,-7.5996
152.0,280.0,-7.7631
152.0,285.0,-8.0482
152.0,290.0,-8.4755
152.0,295.0,-9.0757
152.0,300.0,-9.8942
152.0,305.0,-10.9946
152.0,310.0,-12.4619
152.0,315.0,-14.3746
152.0,320.0,-16.5786
152.0,325.0,-17.7706
152.0,330.0,-16.0967
152.0,335.0,-13.0583
152.0,340.0,-10.2247
152.0,345.0,-7.8498
152.0,350.0,-5.8697
152.0,355.0,-4.2000
152.0,360.0,-2.7764
153.0,0.0,-2.6738
153.0,5.0,-1.4857
153.0,10.0,-0.4566
153.0,15.0,0.4349
153.0,20.0,1.2051
153.0,25.0,1.8666
153.0,30.0,2.4300
153.0,35.0,2.9042
153.0,40.0,3.2977
153.0,45.0,3.6186
153.0,50.0,3.8751
153.0,55.0,4.0756
153.0,60.0,4.2283
153.0,65.0,4.3413
153.0,70.0,4.4221
153.0,75.0,4.4774
153.0,80.0,4.5128
153.0,85.0,4.5324
153.0,90.0,4.5386
153.0,95.0,4.5324
153.0,100.0,4.5128
153.0,105.0,4.4774
153.0,110.0,4.4221
153.0,115.0,4.3413
153.0,120.0,4.2283
153.0,125.0,4.0756
153.0,130.0,3.8751
153.0,135.0,3.6186
153.0,140.0,3.2977
153.0,145.0,2.9042
153.0,150.0,2.4300
153.0,155.0,1.8666
153.0,160.0,1.2051
153.0,165.0,0.4349
153.0,170.0,-0.4566
153.0,175.0,-1.4857
153.0,180.0,-2.6738
153.0,185.0,-4.0503
153.0,190.0,-5.6559
153.0,195.0,-7.5471
153.0,200.0,-9.7979
153.0,205.0,-12.4746
153.0,210.0,-15.4438
153.0,215.0,-17.6042
153.0,220.0,-17.1368
153.0,225.0,-15.1150
153.0,230.0,-13.1586
153.0,235.0,-11.6165
153.0,240.0,-10.4497
153.0,245.0,-9.5782
153.0,250.0,-8.9370
153.0,255.0,-8.4793
153.0,260.0,-8.1730
153.0,265.0,-7.9971
153.0,270.0,-7.9397
153.0,275.0,-7.9971
153.0,280.0,-8.1730
153.0,285.0,-8.4793
153.0,290.0,-8.9370
153.0,295.0,-9.5782
153.0,300.0,-10.4497
153.0,305.0,-11.6165
153.0,310.0,-13.1586
153.0,315.0,-15.1150
153.0,320.0,-17.1368
153.0,325.0,-17.6042
153.0,330.0,-15.4438
153.0,335.0,-12.4746
153.0,340.0,-9.7979
153.0,345.0,-7.5471
153.0,350.0,-5.6559
153.0,355.0,-4.0503
153.0,360.0,-2.6738
154.0,0.0,-2.5750
154.0,5.0,-1.4228
154.0,10.0,-0.4210
154.0,15.0,0.4500
154.0,20.0,1.2052
154.0,25.0,1.8563
154.0,30.0,2.4132
154.0,35.0,2.8845
154.0,40.0,3.2781
154.0,45.0,3.6017
154.0,50.0,3.8631
154.0,55.0,4.0698
154.0,60.0,4.2297
154.0,65.0,4.3501
154.0,70.0,4.4379
154.0,75.0,4.4992
154.0,80.0,4.5392
154.0,85.0,4.5617
154.0,90.0,4.5689
154.0,95.0,4.5617
154.0,100.0,4.5392
154.0,105.0,4.4992
154.0,110.0,4.4379
154.0,115.0,4.3501
154.0,120.0,4.2297
154.0,125.0,4.0698
154.0,130.0,3.8631
154.0,135.0,3.6017
154.0,140.0,3.2781
154.0,145.0,2.8845
154.0,150.0,2.4132
154.0,155.0,1.8563
154.0,160.0,1.2052
154.0,165.0,0.4500
154.0,170.0,-0.4210
154.0,175.0,-1.4228
154.0,180.0,-2.5750
154.0,185.0,-3.9038
154.0,190.0,-5.4451
154.0,195.0,-7.2481
154.0,200.0,-9.3770
154.0,205.0,-11.8954
154.0,210.0,-14.7461
154.0,215.0,-17.2174
154.0,220.0,-17.5542
154.0,225.0,-15.8812
154.0,230.0,-13.9282
154.0,235.0,-12.3168
154.0,240.0,-11.0805
154.0,245.0,-10.1519
154.0,250.0,-9.4662
154.0,255.0,-8.9756
154.0,260.0,-8.6465
154.0,265.0,-8.4573
154.0,270.0,-8.3955
154.0,275.0,-8.4573
154.0,280.0,-8.6465
154.0,285.0,-8.9756
154.0,290.0,-9.4662
154.0,295.0,-10.1519
154.0,300.0,-11.0805
154.0,305.0,-12.3168
154.0,310.0,-13.9282
154.0,315.0,-15.8812
154.0,320.0,-17.5542
154.0,325.0,-17.2174
154.0,330.0,-14.7461
154.0,335.0,-11.8954
154.0,340.0,-9.3770
154.0,345.0,-7.2481
154.0,350.0,-5.4451
154.0,355.0,-3.9038
154.0,360.0,-2.5750
155.0,0.0,-2.4800
155.0,5.0,-1.3644
155.0,10.0,-0.3906
155.0,15.0,0.4592
155.0,20.0,1.1986
155.0,25.0,1.8386
155.0,30.0,2.3884
155.0,35.0,2.8560
155.0,40.0,3.2491
155.0,45.0,3.5748
155.0,50.0,3.8402
155.0,55.0,4.0526
155.0,60.0,4.2189
155.0,65.0,4.3460
155.0,70.0,4.4403
155.0,75.0,4.5072
155.0,80.0,4.5515
155.0,85.0,4.5767
155.0,90.0,4.5848
155.0,95.0,4.5767
155.0,100.0,4.5515
155.0,105.0,4.5072
155.0,110.0,4.4403
155.0,115.0,4.3460
155.0,120.0,4.2189
155.0,125.0,4.0526
155.0,130.0,3.8402
155.0,135.0,3.5748
155.0,140.0,3.2491
155.0,145.0,2.8560
155.0,150.0,2.3884
155.0,155.0,1.8386
155.0,160.0,1.1986
155.0,165.0,0.4592
155.0,170.0,-0.3906
155.0,175.0,-1.3644
155.0,180.0,-2.4800
155.0,185.0,-3.7605
155.0,190.0,-5.2374
155.0,195.0,-6.9531
155.0,200.0,-8.9626
155.0,205.0,-11.3238
155.0,210.0,-14.0244
155.0,215.0,-16.6388
155.0,220.0,-17.7415
155.0,225.0,-16.6249
155.0,230.0,-14.7643
155.0,235.0,-13.1019
155.0,240.0,-11.7960
155.0,245.0,-10.8064
155.0,250.0,-10.0727
155.0,255.0,-9.5463
155.0,260.0,-9.1925
155.0,265.0,-8.9888
155.0,270.0,-8.9223
155.0,275.0,-8.9888
155.0,280.0,-9.1925
155.0,285.0,-9.5463
155.0,290.0,-10.0727
155.0,295.0,-10.8064
155.0,300.0,-11.7960
155.0,305.0,-13.1019
155.0,310.0,-14.7643
155.0,315.0,-16.6249
155.0,320.0,-17.7415
155.0,325.0,-16.6388
155.0,330.0,-14.0244
155.0,335.0,-11.3238
155.0,340.0,-8.9626
155.0,345.0,-6.9531
155.0,350.0,-5.2374
155.0,355.0,-3.7605
155.0,360.0,-2.4800
156.0,0.0,-2.3888
156.0,5.0,-1.3107
156.0,10.0,-0.3656
156.0,15.0,0.4622
156.0,20.0,1.1852
156.0,25.0,1.8134
156.0,30.0,2.3554
156.0,35.0,2.8188
156.0,40.0,3.2105
156.0,45.0,3.5375
156.0,50.0,3.8063
156.0,55.0,4.0235
156.0,60.0,4.1955
156.0,65.0,4.3287
156.0,70.0,4.4288
156.0,75.0,4.5009
156.0,80.0,4.5491
156.0,85.0,4.5768
156.0,90.0,4.5858
156.0,95.0,4.5768
156.0,100.0,4.5491
156.0,105.0,4.5009
156.0,110.0,4.4288
156.0,115.0,4.3287
156.0,120.0,4.1955
156.0,125.0,4.0235
156.0,130.0,3.8063
156.0,135.0,3.5375
156.0,140.0,3.2105
156.0,145.0,2.8188
156.0,150.0,2.3554
156.0,155.0,1.8134
156.0,160.0,1.1852
156.0,165.0,0.4622
156.0,170.0,-0.3656
156.0,175.0,-1.3107
156.0,180.0,-2.3888
156.0,185.0,-3.6205
156.0,190.0,-5.0330
156.0,195.0,-6.6623
156.0,200.0,-8.5551
156.0,205.0,-10.7622
156.0,210.0,-13.2947
156.0,215.0,-15.9173
156.0,220.0,-17.6278
156.0,225.0,-17.2598
156.0,230.0,-15.6432
156.0,235.0,-13.9734
156.0,240.0,-12.6051
156.0,245.0,-11.5526
156.0,250.0,-10.7674
156.0,255.0,-10.2022
156.0,260.0,-9.8215
156.0,265.0,-9.6020
156.0,270.0,-9.5303
156.0,275.0,-9.6020
156.0,280.0,-9.8215
156.0,285.0,-10.2022
156.0,290.0,-10.7674
156.0,295.0,-11.5526
156.0,300.0,-12.6051
156.0,305.0,-13.9734
156.0,310.0,-15.6432
156.0,315.0,-17.2598
156.0,320.0,-17.6278
156.0,325.0,-15.9173
156.0,330.0,-13.2947
156.0,335.0,-10.7622
156.0,340.0,-8.5551
156.0,345.0,-6.6623
156.0,350.0,-5.0330
156.0,355.0,-3.6205
156.0,360.0,-2.3888
157.0,0.0,-2.3014
157.0,5.0,-1.2614
157.0,10.0,-0.3459
157.0,15.0,0.4592
157.0,20.0,1.1649
157.0,25.0,1.7806
157.0,30.0,2.3141
157.0,35.0,2.7724
157.0,40.0,3.1622
157.0,45.0,3.4896
157.0,50.0,3.7609
157.0,55.0,3.9821
157.0,60.0,4.1592
157.0,65.0,4.2978
157.0,70.0,4.4031
157.0,75.0,4.4797
157.0,80.0,4.5316
157.0,85.0,4.5616
157.0,90.0,4.5713
157.0,95.0,4.5616
157.0,100.0,4.5316
157.0,105.0,4.4797
157.0,110.0,4.4031
157.0,115.0,4.2978
157.0,120.0,4.1592
157.0,125.0,3.9821
157.0,130.0,3.7609
157.0,135.0,3.4896
157.0,140.0,3.1622
157.0,145.0,2.7724
157.0,150.0,2.3141
157.0,155.0,1.7806
157.0,160.0,1.1649
157.0,165.0,0.4592
157.0,170.0,-0.3459
157.0,175.0,-1.2614
157.0,180.0,-2.3014
157.0,185.0,-3.4837
157.0,190.0,-4.8318
157.0,195.0,-6.3760
157.0,200.0,-8.1550
157.0,205.0,-10.2121
157.0,210.0,-12.5689
157.0,215.0,-15.1055
157.0,220.0,-17.1981
157.0,225.0,-17.6613
157.0,230.0,-16.5074
157.0,235.0,-14.9208
157.0,240.0,-13.5136
157.0,245.0,-12.4016
157.0,250.0,-11.5629
157.0,255.0,-10.9559
157.0,260.0,-10.5461
157.0,265.0,-10.3094
157.0,270.0,-10.2320
157.0,275.0,-10.3094
157.0,280.0,-10.5461
157.0,285.0,-10.9559
157.0,290.0,-11.5629
157.0,295.0,-12.4016
157.0,300.0,-13.5136
157.0,305.0,-14.9208
157.0,310.0,-16.5074
157.0,315.0,-17.6613
157.0,320.0,-17.1981
157.0,325.0,-15.1055
157.0,330.0,-12.5689
157.0,335.0,-10.2121
157.0,340.0,-8.1550
157.0,345.0,-6.3760
157.0,350.0,-4.8318
157.0,355.0,-3.4837
157.0,360.0,-2.3014
158.0,0.0,-2.2177
158.0,5.0,-1.2166
158.0,10.0,-0.3314
158.0,15.0,0.4501
158.0,20.0,1.1378
158.0,25.0,1.7401
158.0,30.0,2.2643
158.0,35.0,2.7168
158.0,40.0,3.1038
158.0,45.0,3.4309
158.0,50.0,3.7039
158.0,55.0,3.9283
158.0,60.0,4.1095
158.0,65.0,4.2527
158.0,70.0,4.3626
158.0,75.0,4.4434
158.0,80.0,4.4985
158.0,85.0,4.5304
158.0,90.0,4.5409
158.0,95.0,4.5304
158.0,100.0,4.4985
158.0,105.0,4.4434
158.0,110.0,4.3626
158.0,115.0,4.2527
158.0,120.0,4.1095
158.0,125.0,3.9283
158.0,130.0,3.7039
158.0,135.0,3.4309
158.0,140.0,3.1038
158.0,145.0,2.7168
158.0,150.0,2.2643
158.0,155.0,1.7401
158.0,160.0,1.1378
158.0,165.0,0.4501
158.0,170.0,-0.3314
158.0,175.0,-1.2166
158.0,180.0,-2.2177
158.0,185.0,-3.3503
158.0,190.0,-4.6341
158.0,195.0,-6.0944
158.0,200.0,-7.7627
158.0,205.0,-9.6748
158.0,210.0,-11.8549
158.0,215.0,-14.2482
158.0,220.0,-16.5024
158.0,225.0,-17.7018
158.0,230.0,-17.2445
158.0,235.0,-15.9049
158.0,240.0,-14.5171
158.0,245.0,-13.3613
158.0,250.0,-12.4713
158.0,255.0,-11.8214
158.0,260.0,-11.3805
158.0,265.0,-11.1253
