Time_Index,Freq_245,Freq_410,Freq_610,Freq_1415,Freq_2695,Freq_4995,Freq_8800,Freq_15400
55.0,27.0,40.0,62.0,105.0,144.0,214.0,268.0,509.0
56.0,27.0,40.0,62.0,105.0,146.0,214.0,269.0,512.0
57.0,27.0,40.0,62.0,105.0,146.0,215.0,267.0,511.0
58.0,27.0,40.0,62.0,104.0,146.0,213.0,266.0,508.0
59.0,26.0,39.0,62.0,105.0,145.0,213.0,266.0,504.0
100.0,26.0,39.0,62.0,105.0,145.0,212.0,267.0,507.0
101.0,27.0,39.0,62.0,107.0,145.0,214.0,268.0,509.0
102.0,27.0,39.0,62.0,107.0,144.0,214.0,268.0,508.0
103.0,28.0,40.0,62.0,107.0,145.0,215.0,268.0,511.0
103.0,28.0,40.0,62.0,107.0,145.0,215.0,268.0,511.0
103.0,28.0,40.0,62.0,107.0,145.0,215.0,268.0,511.0
103.0,28.0,40.0,62.0,107.0,145.0,215.0,268.0,511.0
103.0,28.0,40.0,62.0,107.0,145.0,215.0,268.0,511.0
108.0,27.0,39.0,63.0,103.0,145.0,212.0,267.0,509.0
109.0,27.0,39.0,62.0,102.0,144.0,212.0,267.0,511.0
110.0,27.0,40.0,62.0,102.0,144.0,212.0,267.0,511.0
111.0,27.0,40.0,63.0,103.0,142.0,213.0,266.0,511.0
112.0,27.0,40.0,63.0,105.0,142.0,212.0,265.0,509.0
113.0,27.0,39.0,63.0,106.0,142.0,212.0,266.0,509.0
114.0,28.0,39.0,63.0,106.0,143.0,211.0,267.0,514.0
115.0,28.0,40.0,63.0,106.0,142.0,212.0,268.0,517.0
116.0,28.0,40.0,63.0,105.0,144.0,213.0,269.0,514.0
117.0,29.0,40.0,63.0,105.0,144.0,214.0,269.0,509.0
118.0,29.0,40.0,63.0,105.0,145.0,214.0,268.0,508.0
119.0,29.0,40.0,64.0,104.0,145.0,214.0,268.0,507.0
120.0,29.0,40.0,63.0,106.0,146.0,214.0,269.0,508.0
121.0,29.0,40.0,63.0,106.0,146.0,215.0,270.0,511.0
122.0,29.0,40.0,63.0,105.0,147.0,216.0,270.0,510.0
123.0,29.0,40.0,63.0,104.0,146.0,216.0,269.0,512.0
124.0,29.0,40.0,64.0,103.0,146.0,216.0,269.0,511.0
125.0,28.0,40.0,63.0,104.0,145.0,216.0,269.0,511.0
126.0,28.0,40.0,63.0,104.0,146.0,216.0,269.0,512.0
127.0,28.0,40.0,63.0,105.0,145.0,216.0,269.0,510.0
128.0,28.0,40.0,64.0,106.0,144.0,216.0,266.0,504.0
129.0,28.0,40.0,64.0,107.0,144.0,215.0,266.0,503.0
130.0,28.0,40.0,64.0,106.0,144.0,213.0,265.0,505.0
131.0,28.0,41.0,63.0,106.0,144.0,213.0,266.0,508.0
132.0,28.0,42.0,63.0,104.0,145.0,212.0,267.0,515.0
133.0,28.0,42.0,63.0,105.0,144.0,213.0,267.0,511.0
134.0,29.0,41.0,63.0,106.0,144.0,213.0,266.0,510.0
135.0,29.0,41.0,63.0,103.0,145.0,213.0,264.0,502.0
136.0,29.0,41.0,63.0,103.0,145.0,213.0,264.0,502.0
137.0,28.0,41.0,63.0,101.0,145.0,213.0,265.0,502.0
138.0,28.0,40.0,63.0,105.0,144.0,212.0,266.0,503.0
139.0,28.0,40.0,63.0,103.0,143.0,213.0,267.0,509.0
140.0,28.0,40.0,63.0,102.0,143.0,213.0,267.0,509.0
141.0,28.0,40.0,63.0,104.0,142.0,213.0,267.0,511.0
141.0,28.0,40.0,63.0,104.0,142.0,213.0,267.0,511.0
141.0,28.0,40.0,63.0,104.0,142.0,213.0,267.0,511.0
141.0,28.0,40.0,63.0,104.0,142.0,213.0,267.0,511.0
141.0,28.0,40.0,63.0,104.0,142.0,213.0,267.0,511.0
141.0,28.0,40.0,63.0,104.0,142.0,213.0,267.0,511.0
141.0,28.0,40.0,63.0,104.0,142.0,213.0,267.0,511.0
141.0,28.0,40.0,63.0,104.0,142.0,213.0,267.0,511.0
141.0,28.0,40.0,63.0,104.0,142.0,213.0,267.0,511.0
141.0,28.0,40.0,63.0,104.0,142.0,213.0,267.0,511.0
141.0,28.0,40.0,63.0,104.0,142.0,213.0,267.0,511.0
152.0,28.0,39.0,63.0,103.0,143.0,214.0,268.0,511.0
153.0,28.0,40.0,63.0,105.0,143.0,213.0,269.0,515.0
154.0,28.0,40.0,63.0,105.0,144.0,213.0,268.0,511.0
155.0,28.0,40.0,63.0,105.0,145.0,213.0,268.0,514.0
156.0,28.0,40.0,63.0,104.0,146.0,214.0,268.0,515.0
157.0,28.0,40.0,63.0,104.0,146.0,214.0,268.0,516.0
158.0,27.0,40.0,63.0,103.0,146.0,215.0,268.0,512.0
159.0,27.0,40.0,63.0,104.0,146.0,216.0,268.0,515.0
200.0,27.0,40.0,63.0,102.0,146.0,216.0,267.0,508.0
201.0,28.0,40.0,63.0,103.0,145.0,216.0,266.0,507.0
202.0,29.0,40.0,63.0,103.0,144.0,213.0,265.0,502.0
203.0,29.0,39.0,63.0,104.0,144.0,212.0,266.0,506.0
204.0,29.0,39.0,63.0,104.0,144.0,212.0,269.0,513.0
205.0,29.0,39.0,63.0,104.0,144.0,211.0,269.0,516.0
206.0,29.0,39.0,63.0,104.0,146.0,213.0,270.0,517.0
207.0,29.0,39.0,63.0,104.0,146.0,213.0,269.0,513.0
208.0,29.0,39.0,63.0,105.0,144.0,214.0,268.0,508.0
209.0,29.0,39.0,63.0,105.0,144.0,214.0,268.0,509.0
210.0,29.0,39.0,63.0,106.0,143.0,213.0,269.0,510.0
210.0,29.0,39.0,63.0,106.0,143.0,213.0,269.0,510.0
210.0,29.0,39.0,63.0,106.0,143.0,213.0,269.0,510.0
210.0,29.0,39.0,63.0,106.0,143.0,213.0,269.0,510.0
210.0,29.0,39.0,63.0,106.0,143.0,213.0,269.0,510.0
210.0,29.0,39.0,63.0,106.0,143.0,213.0,269.0,510.0
210.0,29.0,39.0,63.0,106.0,143.0,213.0,269.0,510.0
210.0,29.0,39.0,63.0,106.0,143.0,213.0,269.0,510.0
210.0,29.0,39.0,63.0,106.0,143.0,213.0,269.0,510.0
210.0,29.0,39.0,63.0,106.0,143.0,213.0,269.0,510.0
210.0,29.0,39.0,63.0,106.0,143.0,213.0,269.0,510.0
221.0,28.0,40.0,63.0,105.0,145.0,215.0,269.0,515.0
222.0,28.0,40.0,63.0,106.0,144.0,216.0,268.0,507.0
223.0,28.0,40.0,63.0,105.0,143.0,215.0,269.0,506.0
224.0,29.0,40.0,63.0,104.0,143.0,214.0,269.0,511.0
225.0,29.0,40.0,64.0,104.0,144.0,214.0,271.0,521.0
226.0,29.0,39.0,64.0,104.0,145.0,214.0,272.0,521.0
227.0,28.0,39.0,63.0,106.0,145.0,216.0,271.0,519.0
228.0,28.0,39.0,63.0,106.0,145.0,217.0,270.0,518.0
229.0,28.0,39.0,63.0,105.0,144.0,216.0,268.0,508.0
230.0,28.0,39.0,63.0,105.0,146.0,216.0,268.0,509.0
231.0,28.0,39.0,63.0,103.0,146.0,215.0,268.0,513.0
232.0,28.0,39.0,63.0,104.0,146.0,214.0,268.0,518.0
233.0,28.0,39.0,63.0,105.0,145.0,215.0,268.0,515.0
234.0,27.0,39.0,63.0,106.0,145.0,215.0,268.0,514.0
235.0,28.0,39.0,63.0,106.0,145.0,215.0,267.0,502.0
236.0,28.0,39.0,63.0,106.0,145.0,214.0,267.0,500.0
237.0,27.0,39.0,63.0,105.0,145.0,214.0,268.0,506.0
238.0,27.0,39.0,63.0,106.0,143.0,213.0,268.0,514.0
239.0,27.0,39.0,63.0,106.0,144.0,214.0,269.0,517.0
240.0,28.0,39.0,63.0,105.0,145.0,214.0,269.0,516.0
241.0,28.0,39.0,63.0,104.0,145.0,215.0,268.0,507.0
242.0,27.0,39.0,63.0,103.0,144.0,214.0,267.0,504.0
243.0,27.0,39.0,63.0,104.0,143.0,213.0,266.0,507.0
244.0,27.0,39.0,63.0,101.0,143.0,212.0,266.0,506.0
245.0,27.0,39.0,63.0,102.0,144.0,212.0,267.0,507.0
246.0,27.0,40.0,63.0,102.0,145.0,213.0,269.0,510.0
247.0,27.0,40.0,63.0,102.0,145.0,213.0,269.0,511.0
248.0,27.0,39.0,63.0,105.0,144.0,214.0,268.0,515.0
249.0,27.0,39.0,63.0,105.0,145.0,213.0,268.0,513.0
250.0,27.0,39.0,63.0,103.0,144.0,213.0,266.0,508.0
251.0,27.0,39.0,63.0,103.0,144.0,212.0,266.0,505.0
252.0,28.0,39.0,63.0,103.0,144.0,212.0,266.0,512.0
253.0,28.0,39.0,63.0,104.0,144.0,213.0,267.0,512.0
254.0,28.0,39.0,63.0,105.0,144.0,212.0,266.0,512.0
255.0,28.0,39.0,63.0,104.0,144.0,212.0,266.0,512.0
256.0,28.0,39.0,63.0,104.0,145.0,211.0,265.0,507.0
257.0,28.0,39.0,63.0,104.0,145.0,211.0,265.0,510.0
258.0,28.0,39.0,63.0,104.0,145.0,212.0,267.0,509.0
259.0,28.0,39.0,62.0,105.0,145.0,213.0,267.0,510.0
300.0,28.0,39.0,63.0,104.0,145.0,214.0,268.0,507.0
301.0,28.0,39.0,63.0,105.0,145.0,215.0,268.0,505.0
302.0,28.0,39.0,63.0,104.0,145.0,215.0,269.0,510.0
303.0,28.0,39.0,63.0,104.0,144.0,215.0,269.0,509.0
304.0,28.0,39.0,63.0,106.0,144.0,214.0,269.0,512.0
305.0,29.0,39.0,63.0,105.0,144.0,213.0,267.0,510.0
306.0,29.0,39.0,63.0,105.0,145.0,214.0,267.0,511.0
307.0,29.0,39.0,63.0,103.0,145.0,213.0,267.0,512.0
308.0,29.0,39.0,63.0,104.0,144.0,213.0,267.0,508.0
309.0,29.0,39.0,63.0,104.0,143.0,213.0,268.0,512.0
310.0,28.0,39.0,63.0,103.0,143.0,213.0,269.0,513.0
311.0,28.0,39.0,63.0,104.0,143.0,213.0,270.0,515.0
312.0,28.0,39.0,63.0,103.0,144.0,213.0,270.0,517.0
313.0,29.0,40.0,63.0,104.0,146.0,213.0,271.0,517.0
314.0,29.0,40.0,63.0,104.0,145.0,214.0,271.0,518.0
315.0,30.0,40.0,63.0,106.0,144.0,214.0,271.0,522.0
316.0,30.0,40.0,63.0,107.0,143.0,215.0,271.0,524.0
317.0,29.0,39.0,63.0,105.0,143.0,214.0,270.0,520.0
318.0,29.0,39.0,64.0,105.0,143.0,213.0,270.0,520.0
319.0,29.0,39.0,64.0,104.0,146.0,213.0,268.0,517.0
320.0,29.0,40.0,64.0,105.0,145.0,213.0,269.0,519.0
321.0,29.0,40.0,64.0,105.0,147.0,213.0,269.0,514.0
322.0,29.0,40.0,63.0,104.0,147.0,213.0,270.0,514.0
323.0,28.0,40.0,63.0,105.0,147.0,214.0,270.0,516.0
324.0,28.0,40.0,63.0,106.0,145.0,214.0,270.0,519.0
325.0,28.0,40.0,63.0,105.0,146.0,214.0,269.0,517.0
326.0,29.0,40.0,63.0,105.0,146.0,213.0,269.0,520.0
327.0,28.0,40.0,63.0,105.0,145.0,214.0,270.0,516.0
328.0,28.0,40.0,63.0,105.0,145.0,215.0,270.0,512.0
329.0,28.0,40.0,63.0,105.0,147.0,216.0,271.0,511.0
330.0,28.0,39.0,63.0,105.0,147.0,217.0,271.0,513.0
331.0,28.0,39.0,63.0,105.0,146.0,216.0,272.0,518.0
332.0,28.0,40.0,63.0,105.0,143.0,216.0,271.0,519.0
333.0,28.0,40.0,63.0,104.0,143.0,216.0,270.0,518.0
334.0,28.0,40.0,63.0,105.0,145.0,216.0,269.0,514.0
335.0,28.0,40.0,63.0,104.0,145.0,215.0,269.0,512.0
336.0,28.0,40.0,63.0,104.0,145.0,214.0,268.0,512.0
337.0,28.0,40.0,63.0,104.0,146.0,212.0,267.0,512.0
338.0,28.0,40.0,63.0,104.0,145.0,212.0,269.0,517.0
339.0,28.0,40.0,63.0,104.0,143.0,213.0,270.0,521.0
340.0,28.0,40.0,63.0,105.0,145.0,215.0,271.0,520.0
341.0,28.0,40.0,63.0,106.0,144.0,214.0,270.0,519.0
342.0,28.0,39.0,63.0,105.0,147.0,214.0,269.0,516.0
343.0,29.0,39.0,63.0,105.0,147.0,214.0,269.0,517.0
344.0,28.0,39.0,63.0,106.0,147.0,215.0,271.0,521.0
345.0,28.0,39.0,63.0,107.0,146.0,216.0,272.0,521.0
346.0,28.0,39.0,64.0,106.0,144.0,216.0,273.0,524.0
347.0,28.0,39.0,64.0,106.0,144.0,215.0,272.0,523.0
348.0,29.0,39.0,63.0,104.0,144.0,214.0,271.0,520.0
349.0,29.0,40.0,63.0,104.0,144.0,215.0,270.0,514.0
350.0,29.0,40.0,63.0,104.0,144.0,215.0,270.0,512.0
351.0,29.0,40.0,63.0,101.0,144.0,215.0,271.0,517.0
352.0,29.0,39.0,63.0,102.0,145.0,215.0,272.0,517.0
353.0,29.0,39.0,63.0,102.0,144.0,216.0,273.0,522.0
354.0,29.0,39.0,63.0,103.0,145.0,216.0,271.0,519.0
355.0,29.0,39.0,63.0,106.0,145.0,215.0,270.0,517.0
356.0,29.0,39.0,63.0,105.0,145.0,215.0,270.0,516.0
357.0,28.0,40.0,63.0,105.0,145.0,215.0,270.0,516.0
358.0,28.0,40.0,64.0,105.0,146.0,215.0,271.0,515.0
359.0,29.0,40.0,63.0,106.0,145.0,214.0,269.0,509.0
400.0,28.0,39.0,63.0,106.0,146.0,214.0,270.0,511.0
401.0,29.0,39.0,63.0,107.0,144.0,214.0,268.0,513.0
402.0,29.0,39.0,63.0,106.0,145.0,214.0,268.0,512.0
403.0,28.0,39.0,63.0,105.0,144.0,214.0,267.0,513.0
404.0,28.0,39.0,63.0,104.0,145.0,213.0,266.0,510.0
405.0,28.0,39.0,63.0,104.0,144.0,212.0,266.0,511.0
406.0,28.0,39.0,63.0,104.0,143.0,212.0,266.0,512.0
407.0,28.0,39.0,63.0,104.0,143.0,211.0,267.0,512.0
408.0,28.0,38.0,63.0,104.0,143.0,211.0,267.0,514.0
409.0,28.0,39.0,63.0,105.0,143.0,212.0,266.0,512.0
410.0,28.0,39.0,63.0,104.0,144.0,212.0,266.0,508.0
411.0,28.0,39.0,63.0,105.0,145.0,213.0,266.0,505.0
412.0,28.0,39.0,62.0,105.0,145.0,214.0,267.0,506.0
413.0,28.0,39.0,62.0,107.0,145.0,215.0,267.0,506.0
414.0,28.0,39.0,62.0,106.0,146.0,215.0,269.0,510.0
415.0,28.0,39.0,62.0,106.0,146.0,215.0,270.0,514.0
416.0,28.0,39.0,62.0,104.0,145.0,216.0,270.0,517.0
417.0,28.0,39.0,62.0,104.0,146.0,217.0,268.0,513.0
418.0,28.0,39.0,62.0,104.0,144.0,215.0,266.0,511.0
419.0,27.0,39.0,63.0,105.0,144.0,213.0,266.0,507.0
420.0,28.0,39.0,63.0,104.0,143.0,211.0,266.0,506.0
421.0,27.0,39.0,62.0,104.0,143.0,211.0,266.0,508.0
422.0,28.0,39.0,62.0,103.0,144.0,212.0,267.0,506.0
423.0,27.0,39.0,62.0,103.0,144.0,212.0,268.0,509.0
424.0,28.0,39.0,62.0,104.0,144.0,213.0,267.0,514.0
425.0,28.0,39.0,62.0,104.0,144.0,214.0,267.0,514.0
426.0,28.0,39.0,62.0,104.0,143.0,212.0,266.0,515.0
427.0,28.0,39.0,62.0,104.0,142.0,212.0,266.0,510.0
428.0,28.0,39.0,62.0,104.0,143.0,211.0,267.0,509.0
429.0,28.0,39.0,62.0,104.0,144.0,211.0,268.0,511.0
430.0,28.0,39.0,62.0,104.0,145.0,212.0,268.0,512.0
431.0,28.0,39.0,62.0,105.0,146.0,213.0,268.0,514.0
432.0,28.0,39.0,62.0,105.0,146.0,213.0,267.0,512.0
433.0,28.0,39.0,62.0,104.0,146.0,213.0,267.0,514.0
434.0,28.0,39.0,62.0,104.0,146.0,213.0,268.0,515.0
435.0,28.0,39.0,62.0,105.0,145.0,214.0,270.0,516.0
436.0,28.0,39.0,62.0,106.0,144.0,215.0,271.0,517.0
437.0,28.0,40.0,62.0,106.0,145.0,216.0,272.0,515.0
438.0,28.0,40.0,62.0,105.0,145.0,216.0,271.0,512.0
439.0,28.0,39.0,62.0,103.0,146.0,215.0,269.0,513.0
440.0,28.0,39.0,62.0,103.0,144.0,214.0,268.0,512.0
441.0,28.0,39.0,62.0,103.0,143.0,214.0,269.0,517.0
442.0,28.0,39.0,62.0,104.0,143.0,214.0,268.0,517.0
443.0,28.0,39.0,62.0,105.0,143.0,214.0,268.0,516.0
444.0,28.0,39.0,62.0,104.0,144.0,214.0,268.0,516.0
445.0,28.0,39.0,62.0,104.0,144.0,213.0,269.0,517.0
446.0,28.0,39.0,62.0,103.0,144.0,212.0,270.0,518.0
447.0,28.0,39.0,62.0,104.0,144.0,212.0,270.0,517.0
448.0,28.0,39.0,62.0,104.0,145.0,212.0,269.0,518.0
449.0,28.0,39.0,62.0,105.0,143.0,213.0,268.0,513.0
450.0,28.0,39.0,62.0,105.0,143.0,213.0,267.0,512.0
451.0,28.0,39.0,62.0,105.0,142.0,214.0,267.0,508.0
452.0,28.0,39.0,62.0,104.0,142.0,214.0,267.0,508.0
453.0,28.0,39.0,62.0,105.0,142.0,215.0,268.0,512.0
454.0,28.0,39.0,62.0,104.0,143.0,215.0,268.0,510.0
455.0,28.0,40.0,62.0,105.0,145.0,216.0,269.0,518.0
456.0,27.0,40.0,62.0,105.0,145.0,216.0,269.0,515.0
457.0,26.0,39.0,62.0,105.0,146.0,214.0,268.0,517.0
458.0,27.0,39.0,62.0,106.0,145.0,213.0,267.0,508.0
459.0,28.0,39.0,62.0,106.0,145.0,213.0,268.0,510.0
459.0,28.0,39.0,62.0,106.0,145.0,213.0,268.0,510.0
501.0,28.0,39.0,62.0,106.0,146.0,214.0,269.0,515.0
501.0,28.0,39.0,62.0,106.0,146.0,214.0,269.0,515.0
501.0,28.0,39.0,62.0,106.0,146.0,214.0,269.0,515.0
501.0,28.0,39.0,62.0,106.0,146.0,214.0,269.0,515.0
501.0,28.0,39.0,62.0,106.0,146.0,214.0,269.0,515.0
501.0,28.0,39.0,62.0,106.0,146.0,214.0,269.0,515.0
501.0,28.0,39.0,62.0,106.0,146.0,214.0,269.0,515.0
501.0,28.0,39.0,62.0,106.0,146.0,214.0,269.0,515.0
501.0,28.0,39.0,62.0,106.0,146.0,214.0,269.0,515.0
501.0,28.0,39.0,62.0,106.0,146.0,214.0,269.0,515.0
501.0,28.0,39.0,62.0,106.0,146.0,214.0,269.0,515.0
501.0,28.0,39.0,62.0,106.0,146.0,214.0,269.0,515.0
501.0,28.0,39.0,62.0,106.0,146.0,214.0,269.0,515.0
501.0,28.0,39.0,62.0,106.0,146.0,214.0,269.0,515.0
501.0,28.0,39.0,62.0,106.0,146.0,214.0,269.0,515.0
501.0,28.0,39.0,62.0,106.0,146.0,214.0,269.0,515.0
501.0,28.0,39.0,62.0,106.0,146.0,214.0,269.0,515.0
501.0,28.0,39.0,62.0,106.0,146.0,214.0,269.0,515.0
501.0,28.0,39.0,62.0,106.0,146.0,214.0,269.0,515.0
501.0,28.0,39.0,62.0,106.0,146.0,214.0,269.0,515.0
501.0,28.0,39.0,62.0,106.0,146.0,214.0,269.0,515.0
501.0,28.0,39.0,62.0,106.0,146.0,214.0,269.0,515.0
501.0,28.0,39.0,62.0,106.0,146.0,214.0,269.0,515.0
501.0,28.0,39.0,62.0,106.0,146.0,214.0,269.0,515.0
501.0,28.0,39.0,62.0,106.0,146.0,214.0,269.0,515.0
501.0,28.0,39.0,62.0,106.0,146.0,214.0,269.0,515.0
527.0,30.0,39.0,63.0,107.0,147.0,215.0,268.0,510.0
528.0,30.0,40.0,63.0,107.0,147.0,216.0,269.0,510.0
529.0,30.0,40.0,63.0,106.0,145.0,216.0,269.0,516.0
530.0,30.0,40.0,62.0,106.0,144.0,216.0,269.0,516.0
531.0,30.0,40.0,62.0,106.0,144.0,215.0,268.0,519.0
532.0,29.0,40.0,62.0,104.0,144.0,215.0,268.0,517.0
533.0,29.0,40.0,62.0,104.0,145.0,214.0,266.0,510.0
534.0,29.0,40.0,62.0,104.0,145.0,213.0,266.0,511.0
535.0,29.0,39.0,62.0,104.0,145.0,213.0,266.0,509.0
536.0,29.0,39.0,62.0,104.0,145.0,213.0,267.0,510.0
537.0,29.0,39.0,62.0,103.0,144.0,214.0,267.0,512.0
538.0,29.0,39.0,62.0,103.0,144.0,215.0,268.0,512.0
539.0,29.0,40.0,62.0,103.0,144.0,214.0,267.0,511.0
540.0,29.0,40.0,62.0,103.0,143.0,214.0,267.0,515.0
541.0,29.0,39.0,62.0,103.0,145.0,213.0,267.0,512.0
542.0,29.0,39.0,62.0,104.0,144.0,214.0,268.0,515.0
543.0,28.0,39.0,62.0,104.0,144.0,213.0,268.0,513.0
544.0,28.0,39.0,62.0,104.0,144.0,213.0,269.0,519.0
545.0,28.0,39.0,62.0,104.0,143.0,212.0,268.0,517.0
546.0,28.0,39.0,62.0,105.0,144.0,214.0,268.0,515.0
547.0,27.0,39.0,62.0,105.0,143.0,215.0,268.0,510.0
548.0,27.0,39.0,62.0,106.0,144.0,215.0,268.0,512.0
549.0,27.0,39.0,62.0,106.0,144.0,214.0,268.0,516.0
550.0,27.0,39.0,62.0,105.0,144.0,214.0,267.0,516.0
551.0,27.0,40.0,62.0,105.0,144.0,214.0,268.0,518.0
552.0,27.0,40.0,62.0,105.0,144.0,214.0,267.0,512.0
553.0,27.0,40.0,62.0,105.0,144.0,214.0,266.0,514.0
554.0,27.0,39.0,62.0,104.0,144.0,214.0,265.0,505.0
555.0,27.0,39.0,63.0,105.0,144.0,214.0,265.0,508.0
556.0,27.0,40.0,62.0,105.0,144.0,214.0,267.0,508.0
557.0,27.0,40.0,63.0,105.0,143.0,214.0,268.0,513.0
558.0,28.0,40.0,62.0,106.0,144.0,214.0,270.0,516.0
559.0,29.0,40.0,62.0,105.0,143.0,214.0,270.0,521.0
600.0,27.0,40.0,62.0,105.0,144.0,214.0,269.0,515.0
601.0,27.0,40.0,62.0,104.0,143.0,213.0,268.0,516.0
602.0,27.0,40.0,63.0,105.0,143.0,213.0,268.0,511.0
603.0,27.0,40.0,63.0,104.0,143.0,212.0,269.0,512.0
604.0,26.0,40.0,63.0,105.0,144.0,214.0,270.0,514.0
605.0,27.0,40.0,63.0,104.0,144.0,214.0,270.0,517.0
606.0,27.0,40.0,62.0,105.0,144.0,214.0,270.0,519.0
607.0,27.0,40.0,62.0,105.0,145.0,214.0,268.0,512.0
608.0,27.0,40.0,62.0,105.0,145.0,213.0,268.0,512.0
609.0,27.0,40.0,63.0,106.0,144.0,214.0,268.0,515.0
610.0,27.0,40.0,62.0,106.0,144.0,214.0,269.0,518.0
611.0,27.0,40.0,63.0,106.0,144.0,214.0,269.0,521.0
612.0,27.0,40.0,63.0,105.0,144.0,214.0,269.0,521.0
613.0,27.0,40.0,63.0,105.0,143.0,214.0,269.0,518.0
614.0,27.0,40.0,63.0,104.0,143.0,214.0,269.0,516.0
615.0,28.0,40.0,63.0,105.0,144.0,213.0,269.0,514.0
616.0,29.0,40.0,63.0,104.0,145.0,213.0,270.0,517.0
617.0,29.0,40.0,63.0,106.0,145.0,214.0,270.0,518.0
618.0,29.0,40.0,63.0,106.0,145.0,214.0,271.0,518.0
619.0,29.0,40.0,63.0,106.0,145.0,214.0,269.0,515.0
620.0,29.0,40.0,63.0,106.0,145.0,215.0,269.0,514.0
621.0,28.0,40.0,63.0,106.0,146.0,214.0,268.0,513.0
622.0,28.0,40.0,63.0,106.0,146.0,214.0,269.0,519.0
623.0,27.0,40.0,63.0,105.0,146.0,214.0,270.0,523.0
624.0,27.0,40.0,63.0,106.0,146.0,214.0,271.0,525.0
